microchip;species;sex;size;potentDangerous;neighborhood
9,41E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,41E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,41E+14;FELINO;HEMBRA;MINIATURA;NO;R. URIBE
9,41E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,41E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,41E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,41E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,41E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,41E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,41E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,41E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,41E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,41E+14;FELINO;HEMBRA;MINIATURA;NO;R. URIBE
9,41E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,41E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;SI;R. URIBE
9,66E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,66E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,66E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;SI;R. URIBE
9,66E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,66E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,66E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;GRANDE;SI;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,66E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,66E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,66E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,70181E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MUY GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;NO IDENTIFICADO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;SI;R. URIBE
9,78101E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;SI;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;NO IDENTIFICADO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;SI;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;SI;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;SI;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;CANINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;MEDIANO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;HEMBRA;MEDIANO;SI;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;HEMBRA;PEQUEÑO;NO;R. URIBE
9,78101E+14;CANINO;MACHO;MINIATURA;NO;R. URIBE
9,78101E+14;CANINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;PEQUEÑO;NO;R. URIBE
9,78101E+14;FELINO;MACHO;GRANDE;NO;R. URIBE
